question,ground_truth_id,retrieved_ids,hit,rank,reciprocal_rank
ಕೃತಕ ಬುದ್ಧಿಮತ್ತೆಯು ಯಾವುದಾದರೂ ಒಂದು ವಿಷಯದ ಪ್ರತಿನಿಧಿಯಾಗಿ ಬಳಕೆಯಾಗಬಹುದು.,Artificial Intelligence_Kannada.pdf_65,"['Artificial Intelligence_Kannada.pdf_2', 'Climate change_English.pdf_68', 'Artificial Intelligence_Kannada.pdf_11', 'Climate change_English.pdf_78', 'Artificial Intelligence_Kannada.pdf_49', 'Climate change_English.pdf_7', 'Artificial Intelligence_Kannada.pdf_33', 'Climate change_English.pdf_36', 'Artificial Intelligence_Kannada.pdf_28', 'Climate change_English.pdf_52']",False,0,0.0
ಕೃತಕ ಬುದ್ಧಿ ಮತೆ ಯಾವ ಭಾಷೆಗೆ ಸಂಬಂಧಿಸಿದೆ?,Artificial Intelligence_Kannada.pdf_66,"['Artificial Intelligence_Kannada.pdf_0', 'Artificial Intelligence_Kannada.pdf_38', 'Artificial Intelligence_Kannada.pdf_66', 'Climate change_English.pdf_10', 'Artificial Intelligence_Kannada.pdf_35', 'Climate change_English.pdf_14', 'Artificial Intelligence_Kannada.pdf_6', 'Climate change_English.pdf_17', 'Artificial Intelligence_Kannada.pdf_4', 'Climate change_English.pdf_22']",True,3,0.3333333333333333
ಪಾಚಿನ ಕಾಲದ ಸಮಾಜಗಳು ಯಾವ ಭಾವನೆಗೆ ಪೂರಕವಾಗಿದ್ದವು?,Artificial Intelligence_Kannada.pdf_67,"['Climate change_English.pdf_95', 'Climate change_English.pdf_8', 'Climate change_English.pdf_98', 'Artificial Intelligence_Kannada.pdf_1', 'Artificial Intelligence_Kannada.pdf_67', 'Climate change_English.pdf_23', 'Climate change_English.pdf_83', 'Football in India_Bengali.pdf_7', 'Climate change_English.pdf_15', 'Climate change_English.pdf_19']",True,5,0.2
ಈ ಸೃಷ್ಟಿಗಳ ಕಥೆಗಳು ಯಾವ ಭಾವಿಸುಗಳನ್ನು ಹೊಂದಿವೆ?,Artificial Intelligence_Kannada.pdf_68,"['Artificial Intelligence_Kannada.pdf_68', 'Climate change_English.pdf_4', 'Artificial Intelligence_Kannada.pdf_73', 'Climate change_English.pdf_1', 'Artificial Intelligence_Kannada.pdf_1', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_69', 'Climate change_English.pdf_13', 'Artificial Intelligence_Kannada.pdf_75', 'Climate change_English.pdf_14']",True,1,1.0
ಕೃತಕ ಬುದ್ಧಿಮತ್ತೆಯ ಮಾನವನ ಭಾವನೆಗಳನ್ನು ಹಿಸುವ ಸಾಮರ್ಥ್ಯವಿದೆಯೇ?,Artificial Intelligence_Kannada.pdf_69,"['Artificial Intelligence_Kannada.pdf_26', 'Climate change_English.pdf_3', 'Artificial Intelligence_Kannada.pdf_27', 'Climate change_English.pdf_80', 'Artificial Intelligence_Kannada.pdf_28', 'Climate change_English.pdf_0', 'Artificial Intelligence_Kannada.pdf_33', 'Climate change_English.pdf_19', 'Artificial Intelligence_Kannada.pdf_69', 'Climate change_English.pdf_20']",True,9,0.1111111111111111
ಅಯಿತೆ ಕಾದಂಬರಿಯಲ್ಲಿ ಮಾನವ ಕಾಮಿಕರಿಗೆ ಬೇಡಿಕೆಯ ಲಿಖಿಕೆಯ ಇಳಿಕೆ ಕಾಣಿಸಿಕೊಂಡಿದೆಯೇ?,Artificial Intelligence_Kannada.pdf_70,"['Climate change_English.pdf_1', 'Climate change_English.pdf_19', 'Climate change_English.pdf_53', 'Climate change_English.pdf_6', 'Climate change_English.pdf_51', 'Climate change_English.pdf_33', 'Climate change_English.pdf_89', 'Climate change_English.pdf_92', 'Dandi march_Hindi.pdf_39', 'Climate change_English.pdf_13']",False,0,0.0
ಕೃತಕ ಬುದ್ಧಿಯು ಮೂಲಭೂತವಾಗಿ ಯಾವ ಆಧಾರದ ಮೇಲೆ ಪರಿವರ್ತಿತವಾಗಿದೆ?,Artificial Intelligence_Kannada.pdf_71,"['Artificial Intelligence_Kannada.pdf_34', 'Climate change_English.pdf_97', 'Artificial Intelligence_Kannada.pdf_6', 'Artificial Intelligence_Kannada.pdf_0', 'Artificial Intelligence_Kannada.pdf_36', 'Climate change_English.pdf_1', 'Artificial Intelligence_Kannada.pdf_35', 'Climate change_English.pdf_2', 'Artificial Intelligence_Kannada.pdf_11', 'Climate change_English.pdf_6']",False,0,0.0
ಟಾಂಶುಮನಿಸಮ್ ಎಂಬ ಚಿಂತನೆಯ ಮೂಲ ಕಾದಂಬರಿಕಾರ ಯಾರು?,Artificial Intelligence_Kannada.pdf_72,"['Dandi march_Hindi.pdf_37', 'Artificial Intelligence_Kannada.pdf_72', 'Climate change_English.pdf_10', 'Climate change_English.pdf_95', 'Climate change_English.pdf_59', 'Climate change_English.pdf_94', 'Climate change_English.pdf_60', 'Climate change_English.pdf_97', 'Climate change_English.pdf_87', 'Artificial Intelligence_Kannada.pdf_73']",True,2,0.5
ಕೊಂ ಡಿದೆ ಯಾವುದು?,Artificial Intelligence_Kannada.pdf_73,"['Climate change_English.pdf_13', 'Amar Singh Chamkila_Punjabi.pdf_19', 'Climate change_English.pdf_97', 'Dandi march_Hindi.pdf_40', 'Climate change_English.pdf_1', 'Climate change_English.pdf_96', 'Climate change_English.pdf_2', 'Climate change_English.pdf_74', 'Climate change_English.pdf_4', 'Climate change_English.pdf_12']",False,0,0.0
"ಕೃತಕ  ಬು ದಿ  ಮ ತೆ  ಯು  ತಂ ತ  ಜಾ  ನದ  ಒಂ ದು  ಭಾಗವಾಗಿ ದು  , ಅದು ಯಂ ತ  ಗಳ  ಬು ದಿ  ಮ ತೆ  ಯ  ವಿ ನಾ  ಸ  ಮ ತು  ಅ ಧ  ಯನದ  ಬ ಗೆ  ಹೇಳು ತ  ದೆ  ಅಥವರು ",Artificial Intelligence_Kannada.pdf_74,"['Artificial Intelligence_Kannada.pdf_0', 'Artificial Intelligence_Kannada.pdf_1', 'Artificial Intelligence_Kannada.pdf_74', 'Artificial Intelligence_Kannada.pdf_27', 'Artificial Intelligence_Kannada.pdf_71', 'Artificial Intelligence_Kannada.pdf_18', 'Artificial Intelligence_Kannada.pdf_11', 'Artificial Intelligence_Kannada.pdf_69', 'Artificial Intelligence_Kannada.pdf_28', 'Artificial Intelligence_Kannada.pdf_32']",True,3,0.3333333333333333
"ಕೃತಕ ಬುದ್ಧಿ ಯ ಪುರಾಣ, ಕಥೆ ಮತು ಊಹೆಗಳ ಲಿಂಗಿನ ಮೂಲ ಕಾರಣವೇನು?",Artificial Intelligence_Kannada.pdf_75,"['Climate change_English.pdf_89', 'Climate change_English.pdf_26', 'Artificial Intelligence_Kannada.pdf_6', 'Climate change_English.pdf_34', 'Artificial Intelligence_Kannada.pdf_35', 'Climate change_English.pdf_40', 'Artificial Intelligence_Kannada.pdf_34', 'Climate change_English.pdf_97', 'Artificial Intelligence_Kannada.pdf_38', 'Dandi march_Hindi.pdf_37']",False,0,0.0
What is the approximate increase in Earth's average surface air temperature since the Industrial Revolution?,Climate change_English.pdf_0,"['Climate change_English.pdf_0', 'Climate change_English.pdf_1', 'Climate change_English.pdf_6', 'Climate change_English.pdf_19', 'Climate change_English.pdf_11', 'Climate change_English.pdf_103', 'Climate change_English.pdf_10', 'Climate change_English.pdf_94', 'Climate change_English.pdf_13', 'Climate change_English.pdf_7']",True,1,1.0
What is the primary driver of global warming?,Climate change_English.pdf_1,"['Climate change_English.pdf_1', 'Climate change_English.pdf_4', 'Climate change_English.pdf_11', 'Climate change_English.pdf_13', 'Climate change_English.pdf_31', 'Climate change_English.pdf_32', 'Climate change_English.pdf_41', 'Climate change_English.pdf_44', 'Climate change_English.pdf_97', 'Climate change_English.pdf_17']",True,1,1.0
What effects of climate change will continue for centuries even if warming is minimized?,Climate change_English.pdf_2,"['Climate change_English.pdf_2', 'Climate change_English.pdf_1', 'Climate change_English.pdf_43', 'Climate change_English.pdf_51', 'Climate change_English.pdf_41', 'Climate change_English.pdf_4', 'Climate change_English.pdf_33', 'Climate change_English.pdf_3', 'Climate change_English.pdf_38', 'Climate change_English.pdf_49']",True,1,1.0
What are some potential consequences of climate change?,Climate change_English.pdf_3,"['Climate change_English.pdf_2', 'Climate change_English.pdf_3', 'Climate change_English.pdf_1', 'Climate change_English.pdf_52', 'Climate change_English.pdf_0', 'Climate change_English.pdf_44', 'Climate change_English.pdf_38', 'Climate change_English.pdf_43', 'Climate change_English.pdf_23', 'Climate change_English.pdf_51']",True,2,0.5
What would be required to limit global warming to 1.5 °C?,Climate change_English.pdf_4,"['Climate change_English.pdf_4', 'Climate change_English.pdf_56', 'Climate change_English.pdf_57', 'Climate change_English.pdf_41', 'Climate change_English.pdf_58', 'Climate change_English.pdf_63', 'Climate change_English.pdf_15', 'Climate change_English.pdf_3', 'Climate change_English.pdf_55', 'Climate change_English.pdf_70']",True,1,1.0
What are some methods to remove carbon from the atmosphere?,Climate change_English.pdf_5,"['Climate change_English.pdf_1', 'Climate change_English.pdf_5', 'Climate change_English.pdf_58', 'Climate change_English.pdf_78', 'Climate change_English.pdf_22', 'Climate change_English.pdf_21', 'Climate change_English.pdf_33', 'Climate change_English.pdf_25', 'Climate change_English.pdf_20', 'Climate change_English.pdf_18']",True,2,0.5
What portion of the heat from global warming is absorbed by the oceans?,Climate change_English.pdf_6,"['Climate change_English.pdf_6', 'Climate change_English.pdf_33', 'Climate change_English.pdf_1', 'Climate change_English.pdf_13', 'Climate change_English.pdf_14', 'Climate change_English.pdf_11', 'Climate change_English.pdf_37', 'Climate change_English.pdf_38', 'Climate change_English.pdf_17', 'Climate change_English.pdf_47']",True,1,1.0
What is the difference between 'global warming' and 'climate change'?,Climate change_English.pdf_7,"['Climate change_English.pdf_1', 'Climate change_English.pdf_13', 'Climate change_English.pdf_2', 'Climate change_English.pdf_11', 'Climate change_English.pdf_7', 'Climate change_English.pdf_14', 'Climate change_English.pdf_12', 'Climate change_English.pdf_23', 'Climate change_English.pdf_3', 'Climate change_English.pdf_34']",True,5,0.2
How much warmer were temperatures during the Last Interglacial compared to before global warming?,Climate change_English.pdf_8,"['Climate change_English.pdf_8', 'Climate change_English.pdf_19', 'Climate change_English.pdf_14', 'Climate change_English.pdf_10', 'Climate change_English.pdf_1', 'Climate change_English.pdf_12', 'Climate change_English.pdf_6', 'Climate change_English.pdf_13', 'Climate change_English.pdf_0', 'Climate change_English.pdf_11']",True,1,1.0
When did thermometer records start providing global coverage?,Climate change_English.pdf_9,"['Climate change_English.pdf_9', 'Climate change_English.pdf_6', 'Climate change_English.pdf_8', 'Climate change_English.pdf_7', 'Climate change_English.pdf_14', 'Climate change_English.pdf_13', 'Climate change_English.pdf_11', 'Climate change_English.pdf_10', 'Climate change_English.pdf_12', 'Climate change_English.pdf_3']",True,1,1.0
What is the average rate of global surface temperature increase?,Climate change_English.pdf_10,"['Climate change_English.pdf_6', 'Climate change_English.pdf_11', 'Climate change_English.pdf_10', 'Climate change_English.pdf_0', 'Climate change_English.pdf_14', 'Climate change_English.pdf_13', 'Climate change_English.pdf_1', 'Climate change_English.pdf_19', 'Climate change_English.pdf_15', 'Climate change_English.pdf_17']",True,3,0.3333333333333333
Why is the upper atmosphere cooling?,Climate change_English.pdf_11,"['Climate change_English.pdf_13', 'Climate change_English.pdf_1', 'Climate change_English.pdf_29', 'Climate change_English.pdf_17', 'Climate change_English.pdf_94', 'Climate change_English.pdf_33', 'Climate change_English.pdf_9', 'Climate change_English.pdf_11', 'Climate change_English.pdf_10', 'Climate change_English.pdf_19']",True,8,0.125
When did global warming start?,Climate change_English.pdf_12,"['Climate change_English.pdf_8', 'Climate change_English.pdf_1', 'Climate change_English.pdf_7', 'Climate change_English.pdf_9', 'Climate change_English.pdf_3', 'Climate change_English.pdf_12', 'Climate change_English.pdf_6', 'Climate change_English.pdf_11', 'Climate change_English.pdf_13', 'Climate change_English.pdf_56']",True,6,0.16666666666666666
Where has the majority of the extra energy from global warming been stored?,Climate change_English.pdf_13,"['Climate change_English.pdf_13', 'Climate change_English.pdf_20', 'Climate change_English.pdf_11', 'Climate change_English.pdf_14', 'Climate change_English.pdf_1', 'Climate change_English.pdf_6', 'Climate change_English.pdf_29', 'Climate change_English.pdf_37', 'Climate change_English.pdf_68', 'Climate change_English.pdf_4']",True,1,1.0
How much faster are Arctic surface temperatures increasing compared to the rest of the world?,Climate change_English.pdf_14,"['Climate change_English.pdf_14', 'Climate change_English.pdf_0', 'Climate change_English.pdf_13', 'Climate change_English.pdf_32', 'Climate change_English.pdf_11', 'Climate change_English.pdf_2', 'Climate change_English.pdf_19', 'Climate change_English.pdf_10', 'Climate change_English.pdf_40', 'Climate change_English.pdf_28']",True,1,1.0
What is the estimated carbon budget to keep global warming below 2.0 °C?,Climate change_English.pdf_15,"['Climate change_English.pdf_15', 'Climate change_English.pdf_4', 'Climate change_English.pdf_57', 'Climate change_English.pdf_1', 'Climate change_English.pdf_83', 'Climate change_English.pdf_33', 'Climate change_English.pdf_70', 'Climate change_English.pdf_22', 'Climate change_English.pdf_66', 'Climate change_English.pdf_56']",True,1,1.0
What causes short-term spikes in surface temperature?,Climate change_English.pdf_16,"['Climate change_English.pdf_16', 'Climate change_English.pdf_11', 'Climate change_English.pdf_0', 'Climate change_English.pdf_17', 'Climate change_English.pdf_6', 'Climate change_English.pdf_10', 'Climate change_English.pdf_19', 'Climate change_English.pdf_13', 'Climate change_English.pdf_24', 'Climate change_English.pdf_32']",True,1,1.0
What is the primary effect of greenhouse gases on the Earth's climate?,Climate change_English.pdf_17,"['Climate change_English.pdf_1', 'Climate change_English.pdf_17', 'Climate change_English.pdf_31', 'Climate change_English.pdf_18', 'Climate change_English.pdf_6', 'Climate change_English.pdf_11', 'Climate change_English.pdf_37', 'Climate change_English.pdf_36', 'Climate change_English.pdf_30', 'Climate change_English.pdf_32']",True,2,0.5
What are considered external forcings that change global temperatures?,Climate change_English.pdf_18,"['Climate change_English.pdf_16', 'Climate change_English.pdf_18', 'Climate change_English.pdf_1', 'Climate change_English.pdf_7', 'Climate change_English.pdf_3', 'Climate change_English.pdf_30', 'Climate change_English.pdf_38', 'Climate change_English.pdf_37', 'Climate change_English.pdf_17', 'Climate change_English.pdf_23']",True,2,0.5
What has increased the amount of greenhouse gases in the atmosphere since the Industrial Revolution?,Climate change_English.pdf_19,"['Climate change_English.pdf_19', 'Climate change_English.pdf_1', 'Climate change_English.pdf_30', 'Climate change_English.pdf_11', 'Climate change_English.pdf_20', 'Climate change_English.pdf_9', 'Climate change_English.pdf_6', 'Climate change_English.pdf_0', 'Climate change_English.pdf_29', 'Climate change_English.pdf_37']",True,1,1.0
What percentage of global human-caused greenhouse gas emissions in 2019 was CO2?,Climate change_English.pdf_20,"['Climate change_English.pdf_20', 'Climate change_English.pdf_66', 'Climate change_English.pdf_78', 'Climate change_English.pdf_97', 'Climate change_English.pdf_19', 'Climate change_English.pdf_80', 'Climate change_English.pdf_1', 'Climate change_English.pdf_100', 'Climate change_English.pdf_68', 'Climate change_English.pdf_3']",True,1,1.0
What causes CO2 emissions?,Climate change_English.pdf_21,"['Climate change_English.pdf_19', 'Climate change_English.pdf_20', 'Climate change_English.pdf_21', 'Climate change_English.pdf_33', 'Climate change_English.pdf_11', 'Climate change_English.pdf_18', 'Climate change_English.pdf_22', 'Climate change_English.pdf_81', 'Climate change_English.pdf_68', 'Climate change_English.pdf_70']",True,3,0.3333333333333333
What percentage of global CO2 emissions is removed by land-surface carbon sink processes?,Climate change_English.pdf_22,"['Climate change_English.pdf_22', 'Climate change_English.pdf_66', 'Climate change_English.pdf_23', 'Climate change_English.pdf_21', 'Climate change_English.pdf_70', 'Climate change_English.pdf_20', 'Climate change_English.pdf_33', 'Climate change_English.pdf_68', 'Climate change_English.pdf_1', 'Climate change_English.pdf_57']",True,1,1.0
What is the main land use change contributor to global warming?,Climate change_English.pdf_23,"['Climate change_English.pdf_23', 'Climate change_English.pdf_1', 'Climate change_English.pdf_24', 'Climate change_English.pdf_7', 'Climate change_English.pdf_57', 'Climate change_English.pdf_6', 'Climate change_English.pdf_11', 'Climate change_English.pdf_81', 'Climate change_English.pdf_33', 'Climate change_English.pdf_44']",True,1,1.0
Does land use change have a cooling effect?,Climate change_English.pdf_24,"['Climate change_English.pdf_24', 'Climate change_English.pdf_23', 'Climate change_English.pdf_11', 'Climate change_English.pdf_0', 'Climate change_English.pdf_75', 'Climate change_English.pdf_3', 'Climate change_English.pdf_33', 'Climate change_English.pdf_47', 'Climate change_English.pdf_7', 'Climate change_English.pdf_6']",True,1,1.0
What is the primary cause of global dimming?,Climate change_English.pdf_25,"['Climate change_English.pdf_1', 'Climate change_English.pdf_11', 'Climate change_English.pdf_14', 'Climate change_English.pdf_13', 'Climate change_English.pdf_22', 'Climate change_English.pdf_23', 'Climate change_English.pdf_38', 'Climate change_English.pdf_25', 'Climate change_English.pdf_26', 'Climate change_English.pdf_9']",True,8,0.125
What is the main way that sulfate aerosols affect the Earth's energy budget?,Climate change_English.pdf_26,"['Climate change_English.pdf_26', 'Climate change_English.pdf_25', 'Climate change_English.pdf_17', 'Climate change_English.pdf_1', 'Climate change_English.pdf_28', 'Climate change_English.pdf_37', 'Climate change_English.pdf_4', 'Climate change_English.pdf_21', 'Climate change_English.pdf_22', 'Climate change_English.pdf_36']",True,1,1.0
What other factors affect climate change?,Climate change_English.pdf_27,"['Climate change_English.pdf_2', 'Climate change_English.pdf_27', 'Climate change_English.pdf_16', 'Climate change_English.pdf_36', 'Climate change_English.pdf_34', 'Climate change_English.pdf_50', 'Climate change_English.pdf_1', 'Climate change_English.pdf_3', 'Climate change_English.pdf_0', 'Climate change_English.pdf_17']",True,2,0.5
What is the effect of melting sea ice on temperature?,Climate change_English.pdf_28,"['Climate change_English.pdf_2', 'Climate change_English.pdf_43', 'Climate change_English.pdf_14', 'Climate change_English.pdf_40', 'Climate change_English.pdf_26', 'Climate change_English.pdf_39', 'Climate change_English.pdf_32', 'Climate change_English.pdf_6', 'Climate change_English.pdf_0', 'Climate change_English.pdf_24']",False,0,0.0
Has the amount of sun's energy reaching the Earth been increasing since 1880?,Climate change_English.pdf_29,"['Climate change_English.pdf_29', 'Climate change_English.pdf_13', 'Climate change_English.pdf_20', 'Climate change_English.pdf_19', 'Climate change_English.pdf_25', 'Climate change_English.pdf_28', 'Climate change_English.pdf_1', 'Climate change_English.pdf_38', 'Climate change_English.pdf_6', 'Climate change_English.pdf_0']",True,1,1.0
How long do the temperature impacts of volcanic eruptions typically last?,Climate change_English.pdf_30,"['Climate change_English.pdf_30', 'Climate change_English.pdf_16', 'Climate change_English.pdf_24', 'Climate change_English.pdf_1', 'Climate change_English.pdf_4', 'Climate change_English.pdf_0', 'Climate change_English.pdf_43', 'Climate change_English.pdf_6', 'Climate change_English.pdf_49', 'Climate change_English.pdf_11']",True,1,1.0
What are the main types of feedbacks that shape the climate system's response to an initial forcing?,Climate change_English.pdf_31,"['Climate change_English.pdf_31', 'Climate change_English.pdf_28', 'Climate change_English.pdf_36', 'Climate change_English.pdf_34', 'Climate change_English.pdf_18', 'Climate change_English.pdf_2', 'Climate change_English.pdf_26', 'Climate change_English.pdf_32', 'Climate change_English.pdf_33', 'Climate change_English.pdf_43']",True,1,1.0
What happens when warmer air makes clouds higher and thinner?,Climate change_English.pdf_32,"['Climate change_English.pdf_32', 'Climate change_English.pdf_24', 'Climate change_English.pdf_40', 'Climate change_English.pdf_0', 'Climate change_English.pdf_26', 'Climate change_English.pdf_27', 'Climate change_English.pdf_33', 'Climate change_English.pdf_18', 'Climate change_English.pdf_8', 'Climate change_English.pdf_19']",True,1,1.0
What percentage of human-caused CO2 emissions can the Earth absorb if future emissions decrease?,Climate change_English.pdf_33,"['Climate change_English.pdf_33', 'Climate change_English.pdf_22', 'Climate change_English.pdf_15', 'Climate change_English.pdf_20', 'Climate change_English.pdf_21', 'Climate change_English.pdf_4', 'Climate change_English.pdf_70', 'Climate change_English.pdf_1', 'Climate change_English.pdf_97', 'Climate change_English.pdf_68']",True,1,1.0
What do climate models include?,Climate change_English.pdf_34,"['Climate change_English.pdf_34', 'Climate change_English.pdf_36', 'Climate change_English.pdf_35', 'Climate change_English.pdf_15', 'Climate change_English.pdf_1', 'Climate change_English.pdf_2', 'Climate change_English.pdf_4', 'Climate change_English.pdf_0', 'Climate change_English.pdf_3', 'Climate change_English.pdf_6']",True,1,1.0
Do recent climate models agree with observations of sea level rise?,Climate change_English.pdf_35,"['Climate change_English.pdf_35', 'Climate change_English.pdf_38', 'Climate change_English.pdf_8', 'Climate change_English.pdf_39', 'Climate change_English.pdf_72', 'Climate change_English.pdf_43', 'Climate change_English.pdf_6', 'Climate change_English.pdf_2', 'Climate change_English.pdf_36', 'Climate change_English.pdf_0']",True,1,1.0
What information do societal climate models simulate?,Climate change_English.pdf_36,"['Climate change_English.pdf_36', 'Climate change_English.pdf_34', 'Climate change_English.pdf_35', 'Climate change_English.pdf_1', 'Climate change_English.pdf_54', 'Climate change_English.pdf_3', 'Climate change_English.pdf_99', 'Climate change_English.pdf_7', 'Climate change_English.pdf_4', 'Climate change_English.pdf_8']",True,1,1.0
What causes an energy imbalance that heats the planet up?,Climate change_English.pdf_37,"['Climate change_English.pdf_37', 'Climate change_English.pdf_16', 'Climate change_English.pdf_11', 'Climate change_English.pdf_4', 'Climate change_English.pdf_28', 'Climate change_English.pdf_13', 'Climate change_English.pdf_1', 'Climate change_English.pdf_26', 'Climate change_English.pdf_29', 'Climate change_English.pdf_31']",True,1,1.0
What has increased in India and East Asia since the 1950s?,Climate change_English.pdf_38,"['Climate change_English.pdf_38', 'Climate change_English.pdf_86', 'Climate change_English.pdf_19', 'Climate change_English.pdf_0', 'Climate change_English.pdf_1', 'Climate change_English.pdf_11', 'Climate change_English.pdf_6', 'Climate change_English.pdf_3', 'Climate change_English.pdf_14', 'Climate change_English.pdf_7']",True,1,1.0
What is the projected rate of sea level rise under a very high emission scenario by the IPCC?,Climate change_English.pdf_39,"['Climate change_English.pdf_39', 'Climate change_English.pdf_15', 'Climate change_English.pdf_43', 'Climate change_English.pdf_38', 'Climate change_English.pdf_103', 'Climate change_English.pdf_56', 'Climate change_English.pdf_33', 'Climate change_English.pdf_54', 'Climate change_English.pdf_52', 'Climate change_English.pdf_81']",True,1,1.0
What effect does higher atmospheric CO2 concentration have on the oceans?,Climate change_English.pdf_40,"['Climate change_English.pdf_33', 'Climate change_English.pdf_19', 'Climate change_English.pdf_18', 'Climate change_English.pdf_1', 'Climate change_English.pdf_6', 'Climate change_English.pdf_0', 'Climate change_English.pdf_11', 'Climate change_English.pdf_14', 'Climate change_English.pdf_43', 'Climate change_English.pdf_26']",False,0,0.0
What will happen if global warming reaches levels between 1.7 °C and 2.3 °C?,Climate change_English.pdf_41,"['Climate change_English.pdf_41', 'Climate change_English.pdf_4', 'Climate change_English.pdf_1', 'Climate change_English.pdf_3', 'Climate change_English.pdf_15', 'Climate change_English.pdf_2', 'Climate change_English.pdf_43', 'Climate change_English.pdf_14', 'Climate change_English.pdf_46', 'Climate change_English.pdf_8']",True,1,1.0
What would be the result of the collapse of the AMOC?,Climate change_English.pdf_42,"['Climate change_English.pdf_42', 'Climate change_English.pdf_41', 'Climate change_English.pdf_51', 'Climate change_English.pdf_95', 'Climate change_English.pdf_3', 'Climate change_English.pdf_40', 'Climate change_English.pdf_56', 'Climate change_English.pdf_4', 'Climate change_English.pdf_84', 'Climate change_English.pdf_19']",True,1,1.0
What is the estimated total sea level rise after 2000 years due to climate change?,Climate change_English.pdf_43,"['Climate change_English.pdf_43', 'Climate change_English.pdf_39', 'Climate change_English.pdf_2', 'Climate change_English.pdf_38', 'Climate change_English.pdf_54', 'Climate change_English.pdf_51', 'Climate change_English.pdf_40', 'Climate change_English.pdf_15', 'Climate change_English.pdf_6', 'Climate change_English.pdf_8']",True,1,1.0
What is the expected outcome of climate change for many species?,Climate change_English.pdf_44,"['Climate change_English.pdf_44', 'Climate change_English.pdf_2', 'Climate change_English.pdf_1', 'Climate change_English.pdf_33', 'Climate change_English.pdf_52', 'Climate change_English.pdf_43', 'Climate change_English.pdf_38', 'Climate change_English.pdf_54', 'Climate change_English.pdf_36', 'Climate change_English.pdf_40']",True,1,1.0
What are some of the impacts of climate change?,Climate change_English.pdf_45,"['Climate change_English.pdf_2', 'Climate change_English.pdf_3', 'Climate change_English.pdf_48', 'Climate change_English.pdf_49', 'Climate change_English.pdf_44', 'Climate change_English.pdf_1', 'Climate change_English.pdf_47', 'Climate change_English.pdf_0', 'Climate change_English.pdf_43', 'Climate change_English.pdf_52']",False,0,0.0
What will happen to the Earth as it warms?,Climate change_English.pdf_46,"['Climate change_English.pdf_46', 'Climate change_English.pdf_33', 'Climate change_English.pdf_47', 'Climate change_English.pdf_4', 'Climate change_English.pdf_7', 'Climate change_English.pdf_1', 'Climate change_English.pdf_11', 'Climate change_English.pdf_14', 'Climate change_English.pdf_6', 'Climate change_English.pdf_0']",True,1,1.0
What is the effect of climate change on marine calcifying organisms?,Climate change_English.pdf_47,"['Climate change_English.pdf_47', 'Climate change_English.pdf_2', 'Climate change_English.pdf_0', 'Climate change_English.pdf_43', 'Climate change_English.pdf_6', 'Climate change_English.pdf_1', 'Climate change_English.pdf_33', 'Climate change_English.pdf_24', 'Climate change_English.pdf_3', 'Climate change_English.pdf_48']",True,1,1.0
What are some of the effects of climate change on the environment?,Climate change_English.pdf_48,"['Climate change_English.pdf_2', 'Climate change_English.pdf_1', 'Climate change_English.pdf_0', 'Climate change_English.pdf_48', 'Climate change_English.pdf_3', 'Climate change_English.pdf_49', 'Climate change_English.pdf_44', 'Climate change_English.pdf_47', 'Climate change_English.pdf_38', 'Climate change_English.pdf_43']",True,4,0.25
What are the irreversible impacts of climate change on people and ecosystems?,Climate change_English.pdf_49,"['Climate change_English.pdf_49', 'Climate change_English.pdf_3', 'Climate change_English.pdf_47', 'Climate change_English.pdf_48', 'Climate change_English.pdf_54', 'Climate change_English.pdf_2', 'Climate change_English.pdf_43', 'Climate change_English.pdf_52', 'Climate change_English.pdf_55', 'Climate change_English.pdf_91']",True,1,1.0
What percentage of the global population is expected to live in areas with extreme heat and humidity by 2100?,Climate change_English.pdf_50,"['Climate change_English.pdf_50', 'Climate change_English.pdf_52', 'Climate change_English.pdf_54', 'Climate change_English.pdf_13', 'Climate change_English.pdf_3', 'Climate change_English.pdf_56', 'Climate change_English.pdf_15', 'Climate change_English.pdf_38', 'Climate change_English.pdf_51', 'Climate change_English.pdf_47']",True,1,1.0
"According to the World Economic Forum, what could cause 3.2 million deaths from malnutrition by 2050?",Climate change_English.pdf_51,"['Climate change_English.pdf_51', 'Climate change_English.pdf_50', 'Climate change_English.pdf_52', 'Climate change_English.pdf_63', 'Climate change_English.pdf_3', 'Climate change_English.pdf_54', 'Climate change_English.pdf_15', 'Climate change_English.pdf_26', 'Climate change_English.pdf_4', 'Climate change_English.pdf_47']",True,1,1.0
How many people could be driven into extreme poverty due to climate change by 2030?,Climate change_English.pdf_52,"['Climate change_English.pdf_52', 'Climate change_English.pdf_54', 'Climate change_English.pdf_3', 'Climate change_English.pdf_51', 'Climate change_English.pdf_55', 'Climate change_English.pdf_50', 'Climate change_English.pdf_49', 'Climate change_English.pdf_79', 'Climate change_English.pdf_53', 'Climate change_English.pdf_1']",True,1,1.0
What groups of people are particularly vulnerable to the impacts of climate change?,Climate change_English.pdf_53,"['Climate change_English.pdf_49', 'Climate change_English.pdf_3', 'Climate change_English.pdf_52', 'Climate change_English.pdf_54', 'Climate change_English.pdf_53', 'Climate change_English.pdf_87', 'Climate change_English.pdf_91', 'Climate change_English.pdf_48', 'Climate change_English.pdf_2', 'Climate change_English.pdf_76']",True,5,0.2
